,ms name,language,date,contents
114,ACK 00049,Syriac,"1,800 CE","['Liturgy of the Apostles\nTitle: ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ ܩܕܝܫ̈ܐ ܐܝܟ ܥܝܕܐ ܕܥܕܬܐ ܩܕܝܫܐ ܕܟܠ̈ܕܝܐ\nṬaksā (Chaldean Rite)\nIncipit:\xa0ܟܗܢܐ ܕܐܝܬ ܠܗ ܫܘܠܛܢܐ ܕܢܩܪܒ ܩܘܪܒܢܐ ܒܬܪ ܕܐܬܛܝܒ\nExplicit:\xa0ܘܡܛܟܣܝܢ ܠܡܐܢ̈ܝ ܐܪ̈ܙܐ', 'Title: ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ ܩܕܝܫ̈ܐ ܐܝܟ ܥܝܕܐ ܕܥܕܬܐ ܩܕܝܫܐ ܕܟܠ̈ܕܝܐ', 'Ṭaksā (Chaldean Rite)', 'Incipit:\xa0ܟܗܢܐ ܕܐܝܬ ܠܗ ܫܘܠܛܢܐ ܕܢܩܪܒ ܩܘܪܒܢܐ ܒܬܪ ܕܐܬܛܝܒ', 'Explicit:\xa0ܘܡܛܟܣܝܢ ܠܡܐܢ̈ܝ ܐܪ̈ܙܐ']"
115,ACK 00050,Syriac,"1,900 CE","['Liturgy of the Apostles\nTitle NS: ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ ܩܕܝܫ̈ܐ ܐܝܟ ܥܝܕܐ ܕܥܕܬܐ ܩܕܝܫܐ ܕܟܠ̈ܕܝܐ\nṬaksā (Chaldean Rite)\nExplicit: ܘܙܕܝܩ̈ܐ ܠܚܝ̈ܐ ܕܠܥܠܡ', 'Title NS: ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ ܩܕܝܫ̈ܐ ܐܝܟ ܥܝܕܐ ܕܥܕܬܐ ܩܕܝܫܐ ܕܟܠ̈ܕܝܐ', 'Ṭaksā (Chaldean Rite)', 'Explicit: ܘܙܕܝܩ̈ܐ ܠܚܝ̈ܐ ܕܠܥܠܡ']"
116,ACK 00051,Syriac,"1,800 CE","['Liturgy of the Apostles\nTitle NS: ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ ܩܕܝܫ̈ܐ ܐܝܟ ܥܝܕܐ ܕܥܕܬܐ ܩܕܝܫܐ ܕܟܠ̈ܕܝܐ\nṬaksā (Chaldean Rite)\nIncipit:\xa0ܟܗܢܐ ܟܕ ܠܒܝܫ ܠܒܘܫ ܟܗܢܘܬܐ', 'Title NS: ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ ܩܕܝܫ̈ܐ ܐܝܟ ܥܝܕܐ ܕܥܕܬܐ ܩܕܝܫܐ ܕܟܠ̈ܕܝܐ', 'Ṭaksā (Chaldean Rite)', 'Incipit:\xa0ܟܗܢܐ ܟܕ ܠܒܝܫ ܠܒܘܫ ܟܗܢܘܬܐ']"
117,ACK 00052,Syriac,"1,895 CE","['Liturgy of the Apostles\nTitle NS: ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ ܩܕܝܫ̈ܐ ܐܝܟ ܥܝܕܐ ܕܥܕܬܐ ܩܕܝܫܐ ܕܟܠ̈ܕܝܐ\nṬaksā (Chaldean Rite)\nIncipit:\xa0ܩܕܡܐܝܬ ܡܫܪܝܢ ܠܒܘܢ ܕܒܫܡܝܐ ܨܠܘܬܐ\nExplicit:\xa0ܨܠܘܬܐ . ܚܢܢܐ ܕܩܕܝܫ ܔܡܗ', 'Title NS: ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ ܩܕܝܫ̈ܐ ܐܝܟ ܥܝܕܐ ܕܥܕܬܐ ܩܕܝܫܐ ܕܟܠ̈ܕܝܐ', 'Ṭaksā (Chaldean Rite)', 'Incipit:\xa0ܩܕܡܐܝܬ ܡܫܪܝܢ ܠܒܘܢ ܕܒܫܡܝܐ ܨܠܘܬܐ', 'Explicit:\xa0ܨܠܘܬܐ . ܚܢܢܐ ܕܩܕܝܫ ܔܡܗ']"
118,ACK 00053,Syriac,"1,757 CE","['Ṭaksā (Syriac Rite, Eastern)\nTitle NS:\xa0ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ\nIncipit:\xa0ܢܘܕܐ ܡܪܝ ܠܐܠܗܘܬܟ ܒܬܫܒ̈ܚܬܐ ܪ̈ܘܚܢܝܬܐ\nNotes: Collection of ḥūttāmē used at liturgy, fol. 107v-110v', 'Title NS:\xa0ܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ', 'Incipit:\xa0ܢܘܕܐ ܡܪܝ ܠܐܠܗܘܬܟ ܒܬܫܒ̈ܚܬܐ ܪ̈ܘܚܢܝܬܐ', 'Notes: Collection of ḥūttāmē used at liturgy, fol. 107v-110v']"
119,ACK 00054,Syriac,"1,900 CE","['Joseph VI Audo, Prayers read by a Bishop, while putting on church vestments\nIncipit:\xa0ܕܢܐܪܬܘܢ ܛܘܒ̈ܐ ܡܩܘ̈ܝܢܐ\nExplicit:\xa0ܟܢܫ ܚܘܫܒ̈ܐ ܕܐܒܘܢ ܙܗܝܐ ܘܩܕܝܫܐ ܡܢ ܦܗܝܐ ܕܣܪ̈ܝܩܬܐ', 'Incipit:\xa0ܕܢܐܪܬܘܢ ܛܘܒ̈ܐ ܡܩܘ̈ܝܢܐ', 'Explicit:\xa0ܟܢܫ ܚܘܫܒ̈ܐ ܕܐܒܘܢ ܙܗܝܐ ܘܩܕܝܫܐ ܡܢ ܦܗܝܐ ܕܣܪ̈ܝܩܬܐ']"
120,ACK 00055,"Arabic, Garshuni, Syriac","1,796 CE","['Lirurgical prayers and supplications\nTitle NS:\xa0ܟܘܫܦܐ ܘܓܢܬܐ ܒܩܘܕܫ ܐܪ̈ܙܐ\nṬaksā (Syriac Rite, Eastern)', 'Title NS:\xa0ܟܘܫܦܐ ܘܓܢܬܐ ܒܩܘܕܫ ܐܪ̈ܙܐ', 'Ṭaksā (Syriac Rite, Eastern)']"
121,ACK 00056,Syriac,"1,568 CE","['ff. 1v-56r Consecration of altar', 'ff. 40v-56r Rite of deaconal ordination', 'ff. 56v-89v Rite of priestly ordination', 'ff. 90r-104v Calendar calculation for Lent']"
122,ACK 00057,"Arabic, Garshuni, Syriac","1,854 CE",['fol. 2v-130r Rites of ordination']
123,ACK 00058,Syriac,"1,898 CE",['Rites of ordination']
124,ACK 00059,"Arabic, Garshuni, Syriac","1,700 CE",['Rites of Ordination']
125,ACK 00060,Syriac,"1,919 CE",['Rites of ordination']
126,ACK 00061,Syriac,"1,900 CE",['Book of funeral rites']
127,ACK 00062,"Garshuni, Turkish","1,737 CE",['Offices for the dead laity']
128,ACK 00063,"Arabic, Garshuni, Syriac, Turkish","1,830 CE","['Priestly prayers for different occasions\nTaksā (Syriac Rite, Eastern)\nArabic', 'Taksā (Syriac Rite, Eastern)', 'Arabic', 'Offices for the dead\xa0\nTaksā (Syriac Rite, Eastern)\nArabic, Arabic Garshuni, Syriac, Turkish', 'Taksā (Syriac Rite, Eastern)', 'Arabic, Arabic Garshuni, Syriac, Turkish', 'Short poems\nTitle NS: ܬܪ̈ܥܐ\nTurkish Garshuni', 'Title NS: ܬܪ̈ܥܐ', 'Turkish Garshuni']"
129,ACK 00065,Syriac,"1,800 CE","['Rite of marriage\xa0\nTitle NS: ܬܟܣܐ ܕܡܟܘܪܝܐ ܕܒܢ̈ܝ ܥܠܡܐ\nTaksā (Syriac Rite, Eastern)', 'Title NS: ܬܟܣܐ ܕܡܟܘܪܝܐ ܕܒܢ̈ܝ ܥܠܡܐ', 'Taksā (Syriac Rite, Eastern)']"
130,ACK 00066,Syriac,"1,477 CE","[""'Abdisho' bar Brīkā, Paradise of Eden\nIncipit:\xa0ܐܠܗܐ ܢܘܗܪܐ ܡܬܘܡܝܐ ܕܡܢ ܥܠܡ ݂ ܐܝܬܝܐ ܓܢܝܙܐ\nExplicit:\xa0ܒܟܠܗܘܢ ܕܪ̈ܐ ܕܥܠܡ̈ܝܢ ܥܠܡܝܢ ܐܝܢ ܘܐܡܝܢ ܘ ܐܡܝܢ"", 'Incipit:\xa0ܐܠܗܐ ܢܘܗܪܐ ܡܬܘܡܝܐ ܕܡܢ ܥܠܡ ݂ ܐܝܬܝܐ ܓܢܝܙܐ', 'Explicit:\xa0ܒܟܠܗܘܢ ܕܪ̈ܐ ܕܥܠܡ̈ܝܢ ܥܠܡܝܢ ܐܝܢ ܘܐܡܝܢ ܘ ܐܡܝܢ']"
131,ACK 00067,Syriac,"1,800 CE","[""'Abdisho bar Brīkā, Paradise of Eden""]"
132,ACK 00068,Syriac,"1,800 CE","['ff. 1rv, Dialog of a monk and a layman', 'ff. 1v-124v John of Mosul, Homily on piety']"
133,ACK 00069,Syriac,"1,770 CE","['Diego de Estella (1524-1578), Vanity of the World\nIncipit:\xa0ܡܪܢ ܝܫܘܥ ܡܫܝܚܐ ܐܡܪ ܒܐܘܢܓܠܝܘܢ\nExplicit:\xa0ܕܝܢ ܒܪܐ ܐܢܘܢ ܐܠܗܐ ܡܛܠ ܝܘܬܪܢܐ ܕܥܬܒܪ̈ܐ\nTranslated from the Spanish original into Arabic, then into Syriac', 'Incipit:\xa0ܡܪܢ ܝܫܘܥ ܡܫܝܚܐ ܐܡܪ ܒܐܘܢܓܠܝܘܢ', 'Explicit:\xa0ܕܝܢ ܒܪܐ ܐܢܘܢ ܐܠܗܐ ܡܛܠ ܝܘܬܪܢܐ ܕܥܬܒܪ̈ܐ', 'Translated from the Spanish original into Arabic, then into Syriac']"
134,ACK 00070,Turkish Garshuni,"1,805 CE","['Diego de Estella, Vanity of the World\nTranslated from the Spanish original into Arabic, then into Turkish Garshuni', 'Translated from the Spanish original into Arabic, then into Turkish Garshuni']"
135,ACK 00071,Turkish Garshuni,"1,910 CE","['Diego de Estella, Vanity of the World']"
136,ACK 00073,Turkish Garshuni,"1,900 CE",['Book of contemplation']
137,ACK 00074,Syriac,"1,600 CE",['Life of Ezekiel of Daqoq']
138,ACK 00075,Syriac,"1,682 CE","['Elijah of Nisibis, Grammar']"
139,ACK 00076,Syriac,"1,727 CE","['Gewargis Wardā, Wardā (Syriac Rite, Eastern)']"
140,ACK 00077,Syriac,"1,700 CE","['Gewargis Warda, Wardā (Syriac Rite, Eastern)']"
141,ACK 00078,Syriac,"1,881 CE","['Narsai\nHomilies\nConsists of 29 homilies to be read at liturgy', 'Homilies', 'Consists of 29 homilies to be read at liturgy']"
142,ACK 00079,Syriac,"1,800 CE","['Joseph II, Patriarch of the Chaldeans. Book of Councils\nAlternate Title: Enlightening Lamp\nTranslated from Latin into Arabic, then from Arabic into Syriac', 'Alternate Title: Enlightening Lamp', 'Translated from Latin into Arabic, then from Arabic into Syriac']"
143,ACK 00081,Syriac,"1,700 CE","['fol. 1r-28r Khamis bar Qardahe, Poems\nCommentary on the Gospels\nGlossary of Biblical terms and homily on marriage regulations between the poems', 'Commentary on the Gospels', 'Glossary of Biblical terms and homily on marriage regulations between the poems', 'fol. 28r-54r Apocalypse of Paul', 'fol. 55r-90v Works on grammar\nHomily on grammar and various paradigms', 'Homily on grammar and various paradigms']"
144,ACK 00082,"Neo-Aramaic, Syriac","1,718 CE",['Poems']
145,ACK 00083,"Syriac, Turkish Garshuni","1,800 CE",['Offices of hours']
146,ACK 00084,Syriac,"1,660 CE","['Liturgy for the dead\nTaksā (Syriac Rite, Eastern)', 'Taksā (Syriac Rite, Eastern)']"
147,ACK 00085,Syriac,"1,800 CE","['Psalter (Syriac Rite, Eastern)']"
148,ACK 00086,Syriac,"1,780 CE","['Ṭaksā (Syriac Rite, Eastern)\n\u200bܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ', '\u200bܛܟܣܐ ܕܩܘܕܫܐ ܕܐܪ̈ܙܐ']"
149,ACK00046,Syriac,"1,721 CE","[""Prayers for the Morning Office\nܟܬܒܐ ܕܨܠܘ̈ܬܐ ܕܨܦܪܐ\nMar Elijah III, Abu Halim\nMar Shalita of Resh'ayna\nMar George of Arbela\nElijah of Nisibis\nPaul of Anbar"", 'ܟܬܒܐ ܕܨܠܘ̈ܬܐ ܕܨܦܪܐ', 'Mar Elijah III, Abu Halim', ""Mar Shalita of Resh'ayna"", 'Mar George of Arbela', 'Elijah of Nisibis', 'Paul of Anbar']"
150,ACM 00015,Garshuni,"1,700 CE",['Lives of the Saints']
151,ACZ 00001,Syriac,"1,708 CE",['Ḥudrā\xa0(Chaldean Rite)']
152,ACZ 00002,Syriac,"1,711 CE",['Ḥudrā\xa0(Chaldean Rite)']
153,ACZ 00003,Syriac,"1,766 CE",['Ḥudrā\xa0(Chaldean Rite)']
154,ACZ 00004,Syriac,"1,711 CE",['Ḥudrā\xa0(Chaldean Rite)']
155,ACZ 00005,Syriac,"1,804 CE",['Gazzā\xa0(Chaldean Rite)']
156,ACZ 00007,Syriac,"1,710 CE",['Lectionary of the Pauline Epistles (Chaldean Rite)']
157,ACZ 00009,Syriac,"1,908 CE","[""fol. 1r-17v Book of causes of the Psalms\nAssociated name: Natni'él, Bishop of Sirzor"", ""Associated name: Natni'él, Bishop of Sirzor"", 'fol. 17v-187v Denḥā, Commentary on the Psalms']"
158,ACZ 00011,Syriac,"1,878 CE",['Ḥudrā\xa0(Chaldean Rite)']
159,ACZ 00012,Syriac,"1,920 CE",['Lectionary of the Pauline Epistles (Chaldean Rite)']
160,ACZ 00013,Syriac,"1,808 CE","['Michel Febure, Sermons']"
161,ACZ 00014,Syriac,"1,800 CE",['Bible Lectionary (Chaldean Rite)']
162,ACZ 00015,Syriac,"1,828 CE",['Pentateuch']
163,ACZ 00016,Syriac,"1,600 CE","['Old Testament selections\nJoshua\xa0\nJudges\n1 Samuel\n2 Samuel\n1 Kings\n2 Kings\nWisdom of Solomon\nQohelet\nRuth\nSong of Songs\nWisdom of Ben Sira (Ecclesiasticus)\nJob', 'Joshua', 'Judges', '1 Samuel', '2 Samuel', '1 Kings', '2 Kings', 'Wisdom of Solomon', 'Qohelet', 'Ruth', 'Song of Songs', 'Wisdom of Ben Sira (Ecclesiasticus)', 'Job']"
164,ACZ 00017,Syriac,"1,889 CE","[""'Abdīshō bar Brīkā, Paradise of Eden""]"
165,ACZ 00018,Syriac,"1,881 CE",['Bible Lectionary (Chaldean Rite)']
166,ACZ 00019,Syriac,"1,788 CE",['Ḥudrā\xa0(Chaldean Rite)']
167,ACZ 00020,Syriac,"1,811 CE",['Joseph II\xa0(Patriarch of the Chaldeans)\xa0The Book of the Magnet']
168,ACZ 00021,Syriac,"1,800 CE",['Psalms']
169,ACZ 00022,Syriac,"1,699 CE",['Lectionary of the Pauline Epistles (Chaldean Rite)']
170,ACZ 00023,Syriac,"1,690 CE",['Kaškūl\xa0(Chaldean Rite)']
171,ACZ 00025,Syriac,"1,800 CE",['On Repentance']
172,ACZ 00026,Syriac,"1,879 CE",['Liturgical miscellany']
173,ACZ 00027,Syriac,"1,722 CE",['Lectionary (Chaldean Rite)']
174,ACZ 00028,Syriac,"1,885 CE","[""Abdisho' bar Brīkā, Treatise on ecclesiastical judgments""]"
175,ACZ 00029,Syriac,"1,887 CE",['Quddāšā (Chaldean Rite)']
176,ACZ 00030,Syriac,"1,700 CE","['Ephrem Syrus, Memre']"
177,ACZ 00031,Syriac,"1,754 CE","['Isaac of Antioch, Memre']"
178,ACZ 00032,Syriac,"1,800 CE","['Elijah III, Liturgical Prayers']"
179,ACZ 00033,Syriac,"1,845 CE",['Psalms']
180,ACZ 00034,Syriac,"1,800 CE",['Theological and liturgical miscellany']
181,ACZ 00035,"Neo-Aramaic, Syriac","1,900 CE",['Rite of the consecration of the church']
182,ACZ 00036,"Neo-Aramaic, Syriac","1,800 CE",['Rites of ordination']
183,ACZ 00037,Syriac,"1,845 CE",['Ṭaksā (Chaldean rite)']
184,ACZ 00038,Syriac,"1,788 CE",['Burial rite for priests']
185,ACZ 00039,Syriac,"1,700 CE",['Burial rites']
186,ACZ 00040,Syriac,"1,800 CE",['Hymns (ܬܘܪ̈ܓܡܐ)']
187,ACZ 00041,Syriac,"1,800 CE",['Burial rites']
188,ACZ 00042,Syriac,"1,695 CE",['Qdām wa d-bātar (Chaldean Rite)']
189,ACZ 00043,Syriac,"1,800 CE",['Burial rites']
190,ACZ 00045,Syriac,"1,900 CE","['Apology of the Christian faith\nCorrespondence of ‘Abd Allāh ibn Ismā‘īl al-Hāshimī and ‘Abd al-Masīḥ ibn Isḥāq al-Kindī', 'Correspondence of ‘Abd Allāh ibn Ismā‘īl al-Hāshimī and ‘Abd al-Masīḥ ibn Isḥāq al-Kindī']"
191,ACZ 00046,Syriac,"1,800 CE","[""Bā'ūthā d-ninwāyē \xa0(Chaldean Rite)""]"
192,ACZ 00049,"Arabic, Neo-Aramaic, Syriac","1,982 CE",['On the life of Sāhdonā of Māhoze']
193,ACZ 00051,Syriac,"1,872 CE",['Quddāšā\xa0(Chaldean Rite)']
194,ACZ 00052,Syriac,"1,898 CE",['Rite of ordination']
195,ACZ 00057,Syriac,"1,967 CE",['Mēmrē for the rogation of the Ninevites (From the\xa0Ḥudrā)']
196,ACZ 00058,Syriac,"1,930 CE",['Consecration of the altar']
197,ACZ 00060,"Arabic, Garshuni, Neo-Aramaic","1,800 CE",['Letters of Íšoʿyahb bar Malkon']
198,ACZ 00061,Syriac,700 CE,"['1 Timothy\nIncomplete. Includes only 1 Tim. 2-3\nPalimpsest; upper text unidentified, severely faded', 'Incomplete. Includes only 1 Tim. 2-3', 'Palimpsest; upper text unidentified, severely faded']"
199,ACZ 00062,Syriac,"1,900 CE",['Lectionary (Chaldean Rite)']
200,ACZ 00073,Syriac,"1,926 CE","['Liturgy for the consecration of the oil of anointing, and the oil of baptism and the oil of the sick']"
201,AOS Rn32,Syriac,Unknown,['Apocalypse of Paul']
202,AOS Rn32b,Syriac,Unknown,['Apocalypse of St. Paul']
203,APSTCH THRI 00003,Syriac,"1,846 CE","['fol. 4v-90r Burial liturgy', 'Title NS:\xa0ܟܘܪܣܬܐ ܕܦܐܝܐ ܐܘܟܝܬ ܟܬܒܐ ܕܥܘܦܝܐ ܕܓܒܪܐ ܘܐܢܬܬܐ ܘܕܛܠܝܐ']"
204,APSTCH THRI 00004,"Malayalam, Syriac","1,945 CE","['fol. 1r-39r\xa0Ṭaksā', 'Title NS:\xa0ܬܫܡܫܬܐ ܕܠܘܬ ܩܒܪܐ ܒܬܪ ܩܘܪܒ ܩܘܪܒܢܐ', 'fol. 1r-9v Service near the grave after offering the Qurbānā', 'fol. 10r-21r Setting down of the order of the morning meal', 'fol. 22r-39r Blessing of a new house, established by Mar Timotheus, metropolitan of Malabar and India']"
205,APSTCH THRI 00007,Syriac,"1,800 CE","['fol. 1r-47r Revelation', 'fol. 47r-75v Tobit', 'Notes:\xa0The two works seem to be translated from the Latin of the Vulgate']"
206,APSTCH THRI 00008,"Neo-Aramaic, Syriac","1,828 CE","['fol. [1]v-20r Book of Seven prayers (Syriac)', 'Title NS: ܟܬܒܐ ܕܫܒܥ ܨܠܘ̈ܢ', 'fol. 21v-171v Catholic Prayer Book (Neo-Aramaic, Syriac)', 'Includes chapters of prayer from the book of Gregory (ܪ̈ܫܐ ܕܨܠܘ܊ ܡ̣ܢ ܟܬܒܗ ܕܓܪܝܓܘܪܝܘܣ), fol. 21v-92r; nine prayers attributed to St. Ephrem the Syrian (ܨܠܘܬܐ ܐܦܪܡܝܬܐ), fol. 103r-121r']"
207,APSTCH THRI 00009,Syriac,"1,615 CE","[""fol. 1v-7r 'Abdishō bar Brīkā, The Book of the Pearl"", 'fol. 7r-73v Solomon of Basra, The Book of the Bee', 'fol. 74r-212v Hagiographic works and apocrypha', 'Story of Zosimus, fol.74r-87v', 'Acts of Philip according to recension attributed to Philip of Carthage, fol.87v-97r', 'Story of a penitent\xa0demon, fol. 97r-99r', 'Story of a disciple who was killed by his teacher, fol. 99v-101v', 'Story of Yohannan Bar Malke, fol. 101v-108r', 'Story of Virgin Mary, fol. 108r-141v', 'Story of John the Baptist, fol. 141v-144r', 'Story of the translation of the head of John the Baptist, fol. 144r-149r', 'Acts of the Apostle Peter, fol. 149v-163v', 'Acts of the Apostle Paul, fol. 163v-168r', 'Acts of the Apostle John, fol. 168r-180v', 'Acts of the Apostles Andrew and Jacob,\xa0fol.180v-189', 'Acts of the Apostle Thomas,\xa0fol. 189r-212v']"
208,APSTCH THRI 00010,Syriac,"1,897 CE","['fol. 1v-180v Timothy I, Letters', 'To Shlemon, bishop of Ḥdatta, on baptism, fol. 1v-11v', 'Selected stories from the letters of Timothy I concerning baptism, fol. 11v-13v', 'To Buktišo‘ the deacon, fol. 13v-29v', 'Twenty-two letters to Sargis the Metropolitan of ‘Ilam, fol. 29v-55v', 'To Maranzka, Bishop of Nineveh, fol. 55v-59r', 'Seven letters to Sargis Rabban, fol. 60v-61v', 'To the priests and believers of Baṣra and Hublat, on the incarnation of Christ, fol. 61v-81v', 'To Nāṣēr the believer, fol. 81v-106v', 'Four letters to Sargis the teacher, fol. 106v-130r', 'To the monks of Saint Maron, fol. 130r-152r', 'To the brothers of the monastery of Mar Abraham and Mar Gabriel in Mosul, fol. 152r-168r', 'To Rabban Petion, priest and teacher, fol. 168', 'To Sargis the teacher, fol. 168v-170r', 'To Rabban Buktisho‘, fol. 170', 'Four letters to Sargis, Metropolitan of ‘Ilam, fol. 170v-174v', 'To Maranzka the teacher, fol. 174v-176r', 'Four letters to Sargis, Metropolitan of ‘Ilam, fol. 176r-179r', 'To Barsahde the Bishop, fol. 179', 'Two letters to Sargis, Metropolitan of ‘Ilam,\xa0fol. 179v-180v', 'fol. 181v-223r Timothy 1, Diputation with Caliph al-Mahdī']"
209,APSTCH THRI 00011,"Malayalam Garshuni, Syriac","1,900 CE","['fol. 1r-140v Syriac-Malayalam Garshuni Lexicon', 'Syriac-Malayalam Garshuni vocabulary for Pauline and Catholic Epistles\xa0and Revelation, fol. 1rA-18r', 'Pedro Gomez, Explanations of the vocabulary of\xa0Seven Sacraments of the Church\xa0fol. 18v-31r', 'Explanations of the vocabulary of\xa0a collection of canons\xa0for\xa0clerics, fol. 31r-34v', 'Two short texts on the history of Syrians and Indians in Syriac, fol. 34v-35v', 'Texts in\xa0Malayalam Garshuni, fol. 35r-37v', 'Syriac-Malayalam Garshuni vocabulary for the books of the Old Testament,\xa0fol. 38r-140v', 'fol. 141r-167v Letters (Malayalam Garshuni, Syriac)', 'Includes\xa0twelve letters from late\xa018th to early\xa019th century, mainly between Syrian Christians of\xa0Malabar and ecclesiastical prelates such as Chaldean Patriarch Yohannan VIII Hormizd']"
210,APSTCH THRI 00013,Syriac,"1,900 CE","['fol. [1]v-119v Joseph II, Gazzā', 'fol. 123r-164v Lives of Saints', 'fol. 123r-142r Story of Mar Behnam and his sister Sarah', 'fol. 142v-163v Story of Mar Yāwnān the Anchorite', 'fol. 163v-164v Story of St. James Intercissus']"
211,ASCBN 00005,"Arabic, Syriac","1,846 CE","['Beth Gazō (Syriac Rite, Western)']"
212,ASCBN 00008,"Arabic, Syriac","1,845 CE","['Buṭrus ibn Anṭūn Ghazyān al-Ḥazin, Book of logic']"
213,ASCBN 00013,"Arabic, Syriac","1,910 CE",['Treatise on Christian theology and dogma']
214,ASCBN 00032,Syriac,"1,830 CE","['Book of Daily Prayers\nܫܚܝܡܐ', 'ܫܚܝܡܐ']"
215,ASCBN 00033,"Arabic, Garshuni, Syriac","1,800 CE","['fol. 1r-35r Book of Hymns (Syriac)', 'fol. 36v-65v Rosary and procession prayers (Arabic)', 'fol. 93v-94r Calendar of church feasts and celebrations (Garshuni)']"
216,ASCBN 00034,"Arabic, Syriac","1,915 CE","['fol. 1r-33v Syriac Catholic Mass book (Arabic, Syriac)\nܩܘܪܒܐ ܐܠܗܝܐ', 'ܩܘܪܒܐ ܐܠܗܝܐ', 'fol. 34r-39v Church songs (Arabic, Syriac)']"
217,ASCBN 00035,Syriac,"1,903 CE","['pp. 1-295 Beth Gazō (Syriac Rite, Western)\nTitle NS: ܟܬܒܐ ܕܩܝܢ̄ܬܐ ܣܘܪܝܝܬܐ\nIncipit: ܩܘܡ ܝܡܠܝܟܐ ܥܘܠ ܠܡܕܝܢܬܐ ܙܒܢ ܠܢ ܠܚܡܐ', 'Title NS: ܟܬܒܐ ܕܩܝܢ̄ܬܐ ܣܘܪܝܝܬܐ', 'Incipit: ܩܘܡ ܝܡܠܝܟܐ ܥܘܠ ܠܡܕܝܢܬܐ ܙܒܢ ܠܢ ܠܚܡܐ']"
218,ASCBN 00038,"Garshuni, Syriac","1,860 CE","['Fol. 1r-186v\xa0Mīḫāyīl ibn Aylō Ṣabāgh, Syriac Grammar (ܐܠܓܪܐܡܛܝܩܝ)', 'Fol. 186v-200v\xa0Antoniyūs Nakuzī, Syriac Grammar (ܡܥܐܢܝ ܒܕܘܠ)']"
219,ASCBN 00039,Syriac,"1,800 CE","['fol. 1-10v Holy Mass (Arabic Garshuni, Syriac)', 'fol. 11v-36r Prayers (Arabic\xa0Garshuni, Syriac)', 'fol. 36v-61r Collection of Psalms (Arabic\xa0Garshuni, Syriac)', 'fol. 61-69v Yūsef of Antioch, Patriarch,\xa0Homily on the Christian people and the Holy Church']"
220,ASCBN 00041,"Garshuni, Syriac","1,852 CE","['fol. 1r-15r Holy Mass according to the Syriac Catholic Church (Arabic Garshuni, Syriac)', 'fol. 15v-18v Readings from the Epistles of Saint Paul (Arabic Garshuni, Syriac)\nIncludes: 1 Corinthians 13:4-8; Hebrews 2:14-18; Romans 12:9-20', 'Includes: 1 Corinthians 13:4-8; Hebrews 2:14-18; Romans 12:9-20']"
221,ASCBN 00042,"Garshuni, Syriac","1,800 CE","['fol. 1v-24r Baptismal rite', 'fol. 24r-26v Engagement rite', 'fol. 26v-51r Marriage rite', 'fol. 51v-56r Prayers and readings from the New Testament', 'fol. 56v-81r Prayers for the dying']"
222,ASCBN 00044,"Arabic, Garshuni, Syriac","1,900 CE","['Pages 1-35 Preparation for the Mass (Arabic Garshuni, Syriac)', 'Pages 36-67 Anaphora of Pope Sixtus (Syriac)', 'Pages 68-83 Concluding the Holy Mass (Syriac)', 'Pages 85-117 Readings from the New Testament (Arabic Garshuni)', 'Pages 121-123 Phromeon prayers for every day (Arabic Garshuni, Syriac)', 'Pages 125-160 Anaphora of Pope Sixtus (Arabic, Arabic Garshuni, Syriac)']"
223,ASCBN 00045,Syriac,"1,800 CE",['Fol. 1r-23r Wisdom of Solomon. Selections']
224,ASCBN 00046,Garshuni,"1,730 CE",['fol. 1-189 Evangelion']
225,ASCBN 00048,Syriac,"1,851 CE","['fol. 2v-162r Psalter (Syriac Rite, Western)']"
226,ASCBN 00049,Syriac,"1,902 CE","['fol. 2v-17r Preparation for the Mass', 'fol. 17v-38r Anaphora of Saint Jacob', 'fol. 39r-45v Anaphora of the Twelve Apostles', 'fol. 46r-54r Collection of Liturgical Prayers']"
227,ASCBN 00050,Syriac,"1,600 CE","['fol. 1r-153v\xa0Šḥīmō\xa0(Syriac Rite, Western)']"
